track_id,danceability,energy,valence,acousticness,speechiness,instrumentalness,liveness,tempo,duration_ms,duration_min,music_profile
6D33wCKzWtNEgOovgeVJ7r,0.755,0.454,0.33,0.757,0.0352,0.0,0.236,120.06,302346,5.0391,Acústica
5IfCZDRXZrqZSm8AwE44PG,0.62,0.309,0.664,0.788,0.0495,0.0,0.146,145.363,131760,2.196,Acústica
0dzKBptH2P5j5a0MifBMwM,0.633,0.429,0.52,0.0444,0.0381,0.0,0.132,143.793,273653,4.560883333333333,Equilibrada
5QAMZTM5cmLg3fHX9ZbTZi,0.62,0.309,0.664,0.788,0.0495,0.0,0.146,145.363,131760,2.196,Acústica
2qESE1ZeWly7I3YjyTXmXh,0.62,0.309,0.664,0.788,0.0495,0.0,0.146,145.363,131760,2.196,Acústica
3EQV1ZHtHvq9OnVRYIdbg3,0.62,0.309,0.664,0.788,0.0495,0.0,0.146,145.363,131760,2.196,Acústica
3ax0rfGb7exLtl02LL08U9,0.62,0.309,0.664,0.788,0.0495,0.0,0.146,145.363,131760,2.196,Acústica
1m5LC29RE52Bxy7hxvpOlL,0.593,0.455,0.564,0.366,0.0388,0.0,0.0914,202.019,234186,3.9031,Equilibrada
3H36x7buZdQD4687VmFrwY,0.296,0.206,0.202,0.782,0.0412,0.000225,0.0959,165.4,259558,4.325966666666667,Acústica
0xbMRcMFqxJq1Wa7tvWPtn,0.296,0.206,0.202,0.782,0.0412,0.000225,0.0959,165.4,259558,4.325966666666667,Acústica
6h061f44HZPj1OXO2nA45d,0.296,0.206,0.202,0.782,0.0412,0.000225,0.0959,165.4,259558,4.325966666666667,Acústica
62EwQLDw0dprDzuLwQ0sH1,0.409,0.153,0.18,0.939,0.0306,2.56e-05,0.108,85.262,257493,4.29155,Acústica
3lvo0I8c2qBJDLZWqExDgC,0.501,0.0952,0.316,0.963,0.054,1.58e-05,0.0915,138.016,247791,4.12985,Acústica
1ae8XfBQ3fDEvmBjFaemGV,0.606,0.326,0.414,0.841,0.0294,0.0,0.139,91.626,206267,3.4377833333333334,Acústica
0adVktNVJXPZfhQe6B1NO5,0.409,0.153,0.18,0.939,0.0306,2.56e-05,0.108,85.262,257493,4.29155,Acústica
6sp6Vx3sv2l5qxPfbQkcyt,0.474,0.519,0.326,0.281,0.0253,0.0,0.107,151.832,306794,5.1132333333333335,Equilibrada
1WFVfVjCtbmdIv7j3Fa9iy,0.568,0.301,0.142,0.796,0.0373,3.37e-06,0.118,88.029,266960,4.449333333333334,Acústica
0e5PAxSyZ5DWWVqKANHETz,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
1MLr9b1fOybO3MGiLy47Ys,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
6JGjevTaqr9J1xp7YvYUKF,0.476,0.666,0.498,0.314,0.0446,0.0,0.342,148.155,193943,3.2323833333333334,Equilibrada
7Af2YlwMZryKOQiRfwMsD2,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
3RE5nHIVkC4KcA7snFaTKd,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
0JvkNRyq8Tmot9khpdtN0I,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
27gHtbsHClwimHFtKgFop4,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
1QBNBGeIRRGBnLhdlHbfI8,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
72xTsTouZ5nBmASX8k1XCW,0.596,0.2,0.308,0.91,0.0305,0.000183,0.0884,107.893,213098,3.551633333333333,Acústica
3ILmwMefYZoQh5Cf5jeuUQ,0.373,0.914,0.56,0.076,0.0565,0.0,0.669,168.21,232360,3.8726666666666665,Equilibrada
2DHDuADAHoUW6n0z80RLQF,0.494,0.652,0.298,0.0754,0.0314,0.00256,0.125,137.018,241119,4.01865,Equilibrada
5JDcQAztvZTIkrWoZihgvC,0.447,0.393,0.564,0.785,0.038,0.0,0.28,73.139,220239,3.67065,Acústica
2sYFi9xVSZ56WHKSY2fN1K,0.576,0.331,0.407,0.894,0.0306,3.44e-05,0.129,149.02,171543,2.85905,Acústica
6xJOhSm4SvZwzy3uhWz26O,0.536,0.89,0.273,0.078,0.0375,0.0202,0.131,121.974,286865,4.781083333333333,Equilibrada
7lLKxcNeJtDTWVRKHovLEC,0.526,0.333,0.159,0.91,0.0314,0.168,0.111,94.951,234473,3.9078833333333334,Acústica
25UzeaV47eDT44Fovve6xQ,0.501,0.381,0.502,0.687,0.036,0.00133,0.119,80.075,216000,3.6,Acústica
4oa14QBfWRDfJy2agySy0L,0.27,0.275,0.231,0.834,0.0356,0.0,0.146,168.964,232760,3.8793333333333333,Acústica
2gRKq9rIC5i1zuxp06zJWH,0.731,0.507,0.265,0.572,0.046,0.0,0.0912,117.969,178600,2.9766666666666666,Equilibrada
08MFgEQeVLF37EyZ7jcwLc,0.375,0.457,0.415,0.868,0.0315,0.0145,0.191,174.839,254400,4.24,Acústica
6nXIYClvJAfi6ujLiKqEq8,0.43,0.791,0.217,0.0726,0.0302,0.0193,0.11,171.864,244320,4.072,Equilibrada
7x4b0UccXSKBWxWmjcrG2T,0.616,0.282,0.435,0.983,0.0331,0.833,0.13,96.638,124933,2.0822166666666666,Acústica
6owKuyHxUqidcAA6fPKSyy,0.705,0.347,0.36,0.674,0.0301,0.0,0.12,80.057,222146,3.7024333333333335,Acústica
0wbmIfvndFV9VDvuUY1pYN,0.582,0.255,0.285,0.772,0.0306,0.0,0.0889,139.884,181852,3.030866666666667,Acústica
3e5yu9MkIvQx17mm7LF6KY,0.549,0.274,0.207,0.798,0.0379,6.63e-06,0.103,86.664,186584,3.1097333333333332,Acústica
6VwAh8Z1d5YKoSWoEaV4db,0.787,0.355,0.48,0.896,0.0288,0.0201,0.111,99.978,159600,2.66,Acústica
2D4BSm5Z8Hq5zYbSgJwEOh,0.397,0.303,0.172,0.381,0.0435,0.0,0.101,81.05,250266,4.1711,Equilibrada
7LwGBxB0h0CVmkOZxYKn0g,0.548,0.42,0.196,0.198,0.0277,4.46e-06,0.0899,128.012,318908,5.315133333333334,Equilibrada
0ZwdH0m32I8odedwvspYTh,0.787,0.403,0.264,0.603,0.033,0.00857,0.131,118.042,222351,3.70585,Acústica
16dkWKIlBsfYTISCVuDs0w,0.484,0.573,0.346,0.0882,0.0298,1.14e-06,0.15,139.966,219480,3.658,Equilibrada
3TwtrR1yNLY1PMPsrGQpOp,0.382,0.416,0.125,0.0733,0.0302,0.0,0.0719,102.089,221693,3.6948833333333333,Equilibrada
3Et4LKZLnXygPYfNdeB3D3,0.541,0.575,0.428,0.677,0.0491,0.215,0.102,91.98,354400,5.906666666666666,Acústica
2E9viCx0hJKNKNThd2MdGQ,0.607,0.473,0.54,0.712,0.034,0.0,0.66,119.698,177500,2.9583333333333335,Acústica
0Zf1BPkkFAWGtVHeBwHHz4,0.417,0.595,0.117,0.158,0.0396,0.000269,0.101,147.928,247840,4.1306666666666665,Equilibrada
38jy6kRlPt8z1GUS9WXeNh,0.572,0.454,0.515,0.477,0.0258,1.37e-05,0.0974,140.182,216386,3.6064333333333334,Equilibrada
2SkJKMfjpYsNv0KWOxiegX,0.709,0.913,0.519,0.0182,0.0748,0.0,0.167,108.024,229320,3.822,Dançante e energética
4qCbMMMuEB56kHd4zPE6GD,0.537,0.342,0.253,0.645,0.0273,0.266,0.0687,109.236,330933,5.51555,Acústica
11TK5KLtLZUdKr1C549bAw,0.602,0.336,0.335,0.883,0.0369,0.0017,0.143,90.894,172213,2.870216666666667,Acústica
7BXW1QCg56yzEBV8pW8pah,0.643,0.638,0.6,0.204,0.0407,0.0,0.0707,82.001,226106,3.7684333333333333,Equilibrada
2kMrCPZ0o5gErBPLCRgoli,0.451,0.7,0.37,0.455,0.0431,0.00233,0.405,150.055,235173,3.91955,Equilibrada
5IjTZ1g8KrIuV97N3OQZ0V,0.546,0.391,0.202,0.784,0.063,2.72e-06,0.0552,139.669,195213,3.25355,Acústica
3bHhUEOTIbezeZ856R0BX5,0.561,0.327,0.298,0.902,0.0327,0.000469,0.111,161.858,236306,3.9384333333333332,Acústica
0wf17wsLRwnnfh241GkeH5,0.479,0.541,0.3,0.74,0.0543,0.0,0.108,85.994,181400,3.0233333333333334,Acústica
3322ArxAq7wCSZI4fF77Q0,0.479,0.541,0.3,0.74,0.0543,0.0,0.108,85.994,181400,3.0233333333333334,Acústica
4LGF2tDg3878bs0mQPByZ4,0.436,0.4,0.351,0.904,0.0272,0.00105,0.125,100.734,164500,2.7416666666666667,Acústica
6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,0.758,0.00502,0.0524,2.1e-05,0.0425,185.063,220573,3.6762166666666665,Positiva
2z2JKNU24UEngb4joR9p8f,0.409,0.153,0.18,0.939,0.0306,2.56e-05,0.108,85.262,257493,4.29155,Acústica
2nef44o0sjJDKB1ta4S0ub,0.409,0.153,0.18,0.939,0.0306,2.56e-05,0.108,85.262,257493,4.29155,Acústica
0qJGlogD7AyMLAJfQ42aI2,0.6,0.845,0.392,0.048,0.0311,0.0,0.24,97.631,210612,3.5102,Equilibrada
04JS6OitE9VGsIS3S94Osg,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
5OGpsZeJRZ3t3MZioawcZW,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
3Vnes7v746dYzBn0FJTZ1W,0.447,0.555,0.33,0.218,0.0349,3.46e-06,0.124,117.888,263866,4.397766666666667,Equilibrada
30cYWLpVdBZVLb1cYdmcTT,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
7sUqJ51FGSi3n7x4pYjY3v,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
15BFn2VmEtonsXfNL1lUmy,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
0WOFJR54wyTwLB11jcBDb1,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
1uDCw6LVMOmbZ6zRliNcNX,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
7DYsBLdOqz0z14tYWMt2Tn,0.661,0.937,0.805,0.322,0.0979,1.04e-06,0.19,105.549,177613,2.9602166666666667,Positiva
7cPuE0M35EajWPRO3nRcH8,0.603,0.78,0.693,0.139,0.0438,0.0,0.164,100.499,199040,3.3173333333333335,Equilibrada
0U32q8CZRRo7xCzyiaZw5f,0.626,0.655,0.542,0.503,0.0263,0.0,0.13,92.003,293040,4.884,Equilibrada
4kQXMVjoZ9yMibLZq5Aqi5,0.794,0.38,0.617,0.762,0.0477,0.0,0.262,114.99,138495,2.30825,Acústica
3us8sod4dLbM9FiMiPiEY8,0.52,0.279,0.0951,0.894,0.0547,0.000105,0.103,69.642,198626,3.310433333333333,Acústica
1PR5pyPiOEEQ02oJYq402x,0.545,0.658,0.683,0.496,0.0474,0.0,0.105,76.971,292566,4.8761,Equilibrada
068qo0w1Ki0cjnFYOUhAm2,0.728,0.266,0.307,0.872,0.0293,1.03e-05,0.114,115.189,199019,3.3169833333333334,Acústica
2RFt6ZWQbr9mPhsft9u9eX,0.66,0.407,0.257,0.236,0.0571,0.0,0.109,133.86,181760,3.029333333333333,Equilibrada
59pUIlXjQupbiYwt40uUTi,0.357,0.161,0.325,0.971,0.0388,1.4e-05,0.358,83.449,349920,5.832,Acústica
0VhZ5JYfqPojSYeGWnk4dL,0.479,0.154,0.36,0.915,0.0352,0.0,0.0974,147.207,204973,3.4162166666666667,Acústica
0ltIx8PLjtWoS9zn9PqsZW,0.592,0.769,0.385,0.319,0.0311,4.66e-06,0.137,102.033,322146,5.3691,Equilibrada
7ACW42whcdOiUxiNVu7ltx,0.7,0.454,0.34,0.55,0.0388,0.0022,0.121,80.011,210375,3.50625,Equilibrada
4qTHoIp62ngNDpUJwW3hZ7,0.402,0.197,0.148,0.858,0.0295,1.05e-06,0.114,100.044,131000,2.183333333333333,Acústica
4VbDTk82rqWqVgoQC93CkC,0.507,0.378,0.085,0.852,0.0332,0.000212,0.0937,135.86,218531,3.6421833333333336,Acústica
1pG5nd6gmfbMwUfT5shDQe,0.619,0.226,0.188,0.959,0.0641,4.42e-05,0.106,124.96,195945,3.26575,Acústica
2WZyfujzMweFLnozyUJBkW,0.404,0.571,0.29,0.182,0.0303,2.08e-05,0.129,147.01,245933,4.098883333333333,Equilibrada
6gijbGNDNNJgT60Aj7UCyc,0.418,0.79,0.197,0.0284,0.0506,9.96e-06,0.117,175.975,212386,3.5397666666666665,Equilibrada
5pq4v03P5PxMcnCagg4S3Z,0.633,0.299,0.341,0.833,0.0353,0.0,0.109,147.549,225165,3.75275,Acústica
08OjvLnGR3M0HUhcePeMNO,0.565,0.0392,0.601,0.835,0.045,0.183,0.117,125.399,112008,1.8668,Acústica
65VhbQdqvozUntjnlFkFbZ,0.664,0.0755,0.575,0.91,0.0389,0.0,0.164,80.004,123609,2.06015,Acústica
05pKAafT85jeeNhZ6kq7HT,0.585,0.303,0.142,0.694,0.0398,0.0,0.115,136.703,240165,4.00275,Acústica
3PG6V5yuFfo4APiovOQoRv,0.65,0.271,0.21,0.794,0.0314,6.9e-05,0.196,78.036,265843,4.430716666666667,Acústica
5O9R57EozcpLKGQBzadPVy,0.534,0.213,0.0998,0.884,0.0283,0.0,0.107,98.385,194194,3.2365666666666666,Acústica
6ta5yavnnEfCE4faU0jebM,0.456,0.386,0.612,0.835,0.032,0.108,0.389,165.733,154600,2.5766666666666667,Acústica
7BRCa8MPiyuvr2VU3O9W0F,0.409,0.234,0.145,0.338,0.0323,5e-05,0.0895,139.832,158960,2.6493333333333333,Equilibrada
5ZhaKUsY68U0lgREFWfoxg,0.502,0.53,0.102,0.805,0.0266,0.000738,0.0728,78.046,319000,5.316666666666666,Acústica
4zcMBfbQZvBSHQBGDd6gsN,0.496,0.117,0.318,0.933,0.0301,0.0,0.126,78.068,214360,3.5726666666666667,Acústica
7bhHLZxkRekrNPPkEdDTbn,0.585,0.724,0.333,0.315,0.0745,0.0681,0.0448,187.484,204480,3.408,Equilibrada
5rwq6R0Uq0BngM3rdmCeNg,0.582,0.253,0.294,0.827,0.0259,2.95e-05,0.091,90.186,277000,4.616666666666666,Acústica
2lxBZVbkiCXC1soks2RXwV,0.637,0.14,0.392,0.903,0.0407,0.0,0.107,139.78,214240,3.570666666666667,Acústica
38YgZVHPWOWsKrsCXz6JyP,0.672,0.623,0.617,0.241,0.0297,0.0,0.0848,92.018,215173,3.5862166666666666,Equilibrada
6XrNrp7UtGgyZcHJ0ckL0w,0.422,0.272,0.113,0.496,0.0353,1.07e-05,0.0704,143.413,296862,4.9477,Equilibrada
72R0X0h8YaxYNpegeoOl0M,0.47,0.801,0.431,0.0758,0.0352,3.53e-05,0.218,173.92,235813,3.9302166666666665,Equilibrada
6R6ux6KaKrhAg2EIB2krdU,0.564,0.864,0.534,0.0761,0.0341,0.0,0.182,95.984,228933,3.81555,Equilibrada
2D9w6sabdMCLSheW5aegwO,0.521,0.495,0.116,0.128,0.027,0.0,0.296,135.061,339196,5.653266666666667,Equilibrada
1Qo3taHLFSQpzLm5Sty7M4,0.616,0.81,0.79,0.369,0.0668,0.0,0.107,97.994,296843,4.947383333333334,Positiva
71M4QMn8nrok1KFVXwEEyU,0.615,0.812,0.74,0.184,0.0458,0.0,0.328,98.954,218240,3.6373333333333333,Positiva
4lxGVzcUaSF5HW5jtWnShV,0.478,0.305,0.0974,0.675,0.0306,0.00139,0.169,108.66,151773,2.52955,Acústica
2PIlBukQ6limukVR8Ubb5o,0.479,0.541,0.321,0.737,0.0545,0.0,0.108,85.994,181400,3.0233333333333334,Acústica
5p9XWUdvbUzmPCukOmwoU3,0.587,0.767,0.664,0.225,0.0449,0.0,0.112,100.38,201706,3.3617666666666666,Equilibrada
1uSuY2qLCbx1QB7oPUVhFG,0.514,0.569,0.264,0.601,0.03,2.21e-06,0.218,142.597,192260,3.2043333333333335,Acústica
6twvFrIoIINH8UW8EB8OnU,0.646,0.836,0.727,0.301,0.0327,3.23e-05,0.29,105.991,198855,3.31425,Positiva
2pelUnMKr07JjJpilj9Yew,0.57,0.711,0.648,0.119,0.0703,0.0,0.352,163.117,191889,3.19815,Equilibrada
7d0bJhpp0mCYyMXaMgWyMS,0.678,0.199,0.262,0.957,0.0307,3.23e-06,0.0968,72.006,171293,2.8548833333333334,Acústica
73CbJykoV6WapWGfTeRzTl,0.589,0.867,0.795,0.041,0.0385,0.0,0.306,94.52,256440,4.274,Positiva
3ixLIO5BsTmic0Pp27FaPY,0.626,0.926,0.548,0.0265,0.0477,0.0,0.159,99.997,221425,3.6904166666666667,Equilibrada
5ZetMq21bMQN5oo4TtdOxu,0.686,0.556,0.36,0.532,0.0271,0.0,0.0922,112.997,255047,4.250783333333334,Equilibrada
73oHkllHIT8fdbzpxiXW40,0.56,0.832,0.802,0.108,0.0352,0.0,0.232,100.957,208793,3.4798833333333334,Positiva
4MihgVRpD82EZoT61GW63w,0.619,0.793,0.892,0.263,0.0661,0.0,0.0828,177.991,214552,3.5758666666666667,Positiva
1BECZPXBXzobsfmlzj0g3I,0.56,0.278,0.594,0.733,0.0921,0.0,0.112,102.187,264280,4.4046666666666665,Acústica
14vExHBkh1prEAN94wZug8,0.595,0.805,0.359,0.0167,0.0543,1.06e-05,0.0691,102.44,289041,4.81735,Equilibrada
0fzCtVM9D5UEwiLqcY8Ouq,0.438,0.827,0.645,0.0512,0.0328,0.000402,0.319,143.377,322080,5.368,Equilibrada
6IF2P93LkyW4GqDQu1yS7H,0.582,0.375,0.106,0.702,0.0329,0.0631,0.136,129.909,238971,3.98285,Acústica
34dnNAUoIPcwnK0RtVMBWZ,0.453,0.295,0.14,0.518,0.0291,0.00011,0.293,146.022,276575,4.609583333333333,Equilibrada
5aDpULK8MbJmHl42kR5KNI,0.636,0.625,0.342,0.222,0.0277,5.35e-05,0.119,93.931,249120,4.152,Equilibrada
1fI1TMpz7FVkpoYBhmiywp,0.639,0.201,0.4,0.907,0.0526,2.26e-05,0.124,88.107,111734,1.8622333333333334,Acústica
23Mcmg5O8rBKAOzxvrTjnD,0.69,0.423,0.59,0.883,0.0294,0.0123,0.111,130.121,210760,3.5126666666666666,Acústica
0gVbkmFqq5fIkXtJJ3UTfM,0.599,0.349,0.444,0.819,0.0301,0.0,0.112,147.913,255688,4.261466666666666,Acústica
00DuOxungwHwVUX2m37P0P,0.519,0.264,0.192,0.918,0.0601,0.000253,0.237,140.354,181786,3.0297666666666667,Acústica
2lFlveK1y13WWp3vnQtrr3,0.643,0.569,0.275,0.544,0.0276,2.17e-05,0.178,120.507,244600,4.076666666666667,Equilibrada
2WD93lsfJonaKtrQtpLB2R,0.573,0.624,0.529,0.471,0.0324,0.117,0.114,161.025,174546,2.9091,Equilibrada
7njTGO45SkaBTNu35t2Yq0,0.654,0.821,0.613,0.00666,0.0264,0.00299,0.228,111.958,234330,3.9055,Equilibrada
6ivkBaxvclVhwZDE2uwldj,0.426,0.399,0.217,0.761,0.034,0.00112,0.118,115.979,255600,4.26,Acústica
6Cvti10W0AzmzG9D1tpuKp,0.505,0.21,0.323,0.907,0.0295,0.0,0.11,80.721,176542,2.9423666666666666,Acústica
03yc0G2OoH1Eeyu7Piy8fK,0.693,0.43,0.731,0.565,0.0442,0.0,0.0928,151.001,243494,4.058233333333333,Positiva
5RO0MNa5hBKIM4OcjygadU,0.739,0.287,0.557,0.969,0.059,0.961,0.111,80.64,188695,3.1449166666666666,Acústica
78TKtlSLWK8pZAKKW3MyQL,0.453,0.146,0.0915,0.867,0.0343,3.49e-06,0.0945,137.905,229400,3.8233333333333333,Acústica
1esE8j1nVyzEQ5rVhYXoJT,0.606,0.54,0.249,0.182,0.0339,0.000144,0.144,79.952,216853,3.6142166666666666,Equilibrada
68Yc9ylRZZPtsuVgtrxcDj,0.595,0.646,0.563,0.11,0.0327,0.0,0.258,120.049,149000,2.4833333333333334,Equilibrada
3tjjCCdXSdaVEo4q4y071G,0.736,0.145,0.235,0.855,0.0336,0.0,0.108,129.832,157231,2.6205166666666666,Acústica
3tob5ofeuvFKKSbOTldenC,0.479,0.126,0.279,0.966,0.0303,0.0,0.113,96.327,226603,3.7767166666666667,Acústica
4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,0.573,0.0208,0.0301,0.0,0.188,123.055,258826,4.313766666666667,Equilibrada
3uAdZpIbMTtVXitHVibLMV,0.549,0.291,0.376,0.858,0.0388,0.000846,0.129,75.153,194013,3.23355,Acústica
2LC523tbEPFpc1pnikbt5b,0.418,0.489,0.398,0.287,0.0323,0.0288,0.42,72.891,242439,4.04065,Equilibrada
3ISLwA96mtx13Wx7K1PPPk,0.498,0.12,0.338,0.851,0.0487,0.0,0.171,121.187,232500,3.875,Acústica
7Ca2CkwSqHyr3eCh8IRdjz,0.769,0.135,0.471,0.986,0.061,0.905,0.106,103.939,156787,2.6131166666666665,Acústica
6ql0ffq6Jvyh9OKqrJCMaP,0.434,0.469,0.0568,0.52,0.0265,0.000328,0.108,136.282,263823,4.39705,Equilibrada
1EyvonxK8OGHRV4WDRdArc,0.452,0.198,0.217,0.931,0.0335,2.24e-06,0.1,119.499,250916,4.181933333333333,Acústica
0EKBV6GybPtALXUgWqWrym,0.544,0.5,0.177,0.0325,0.026,3.78e-06,0.109,93.621,238493,3.9748833333333335,Equilibrada
41A82PidFKhGX5hm1WoaDs,0.662,0.187,0.233,0.969,0.0268,0.000273,0.0922,104.988,215906,3.5984333333333334,Acústica
5oV8bZaShr2d01FFMHBUPq,0.497,0.13,0.179,0.841,0.0436,0.0,0.111,130.769,181136,3.0189333333333335,Acústica
5nMRpGfqQ0tb1TMbqBVK2J,0.528,0.291,0.355,0.914,0.0401,0.0,0.121,76.805,157466,2.624433333333333,Acústica
04qDUASuSfVp6fktfsxVej,0.461,0.522,0.446,0.36,0.043,0.0,0.123,157.768,233728,3.8954666666666666,Equilibrada
3g61xRaqII8q1wlQDzv550,0.483,0.506,0.705,0.394,0.0347,0.0,0.0946,87.337,216612,3.6102,Positiva
3dglCYsVMjPbDlU2CC9Vq7,0.392,0.423,0.288,0.27,0.0348,0.0,0.117,113.537,245186,4.086433333333333,Equilibrada
2f4jlGvGi3ZDGogXys5FUp,0.42,0.2,0.164,0.929,0.0492,0.49,0.0758,87.248,219613,3.6602166666666665,Acústica
3NCg46FWgnANZc9HQHQOQR,0.657,0.716,0.435,0.014,0.0301,0.0,0.0483,93.924,248960,4.149333333333334,Equilibrada
0muntSMuAZzcwYBBMZj6sf,0.495,0.185,0.196,0.692,0.0288,0.00403,0.109,101.89,252466,4.207766666666667,Acústica
4bXoVtbp6fN8FaSQvGQB41,0.55,0.499,0.144,0.472,0.0338,2.26e-06,0.0798,86.966,246613,4.110216666666667,Equilibrada
3FRARAKLpHw3er9ZaTwaHO,0.534,0.359,0.267,0.449,0.0296,1.2e-05,0.331,131.804,198786,3.3131,Equilibrada
2Dzhwe90lhHXVU6lk7Nx0H,0.378,0.52,0.357,0.777,0.0382,0.0888,0.0979,73.744,226640,3.7773333333333334,Acústica
12niARgkwxGsklcEwh6GlG,0.606,0.349,0.156,0.764,0.0319,0.306,0.112,80.071,203869,3.3978166666666665,Acústica
0v0pc1lIt5p6EBX7pnfOGF,0.486,0.555,0.0992,0.818,0.0271,0.00269,0.109,77.987,317441,5.290683333333333,Acústica
5wQci5VCUjdbKnRD61XYwu,0.577,0.446,0.262,0.554,0.0313,0.0782,0.116,81.005,261640,4.360666666666667,Equilibrada
0HQnJee8ShSDu2AYwibxst,0.59,0.407,0.276,0.861,0.0361,9.95e-06,0.094,145.852,211933,3.532216666666667,Acústica
