track_id,track_name,artists,main_artist,genre,popularity,popularity_level,is_hit,explicit
1Qo3taHLFSQpzLm5Sty7M4,Sleep All Day,Jason Mraz,Jason Mraz,Acoustic,22,Baixa,Não hit,False
71M4QMn8nrok1KFVXwEEyU,You and I Both,Jason Mraz,Jason Mraz,Acoustic,35,Baixa,Não hit,False
4lxGVzcUaSF5HW5jtWnShV,Long Nights,Eddie Vedder,Eddie Vedder,Acoustic,60,Média,Não hit,False
2PIlBukQ6limukVR8Ubb5o,Please Don't Say You Love Me,Gabrielle Aplin,Gabrielle Aplin,Acoustic,59,Média,Não hit,False
5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,KT Tunstall,Kt Tunstall,Acoustic,73,Alta,Hit,False
1uSuY2qLCbx1QB7oPUVhFG,Who Needs Shelter,Jason Mraz,Jason Mraz,Acoustic,22,Baixa,Não hit,False
6twvFrIoIINH8UW8EB8OnU,No Stopping Us,Jason Mraz,Jason Mraz,Acoustic,19,Baixa,Não hit,False
2pelUnMKr07JjJpilj9Yew,I'll Do Anything,Jason Mraz,Jason Mraz,Acoustic,24,Baixa,Não hit,False
7d0bJhpp0mCYyMXaMgWyMS,Make You Feel My Love,JJ Heller,Jj Heller,Acoustic,57,Média,Não hit,False
73CbJykoV6WapWGfTeRzTl,The Remedy (I Won't Worry),Jason Mraz,Jason Mraz,Acoustic,35,Baixa,Não hit,False
3ixLIO5BsTmic0Pp27FaPY,Too Much Food,Jason Mraz,Jason Mraz,Acoustic,20,Baixa,Não hit,False
5ZetMq21bMQN5oo4TtdOxu,The Boy's Gone,Jason Mraz,Jason Mraz,Acoustic,18,Baixa,Não hit,False
73oHkllHIT8fdbzpxiXW40,"On Love, in Sadness",Jason Mraz,Jason Mraz,Acoustic,19,Baixa,Não hit,False
4MihgVRpD82EZoT61GW63w,Curbside Prophet,Jason Mraz,Jason Mraz,Acoustic,23,Baixa,Não hit,False
1BECZPXBXzobsfmlzj0g3I,"Tonight, Not Again - Live",Jason Mraz,Jason Mraz,Acoustic,19,Baixa,Não hit,False
14vExHBkh1prEAN94wZug8,"Tonight, Not Again",Jason Mraz,Jason Mraz,Acoustic,18,Baixa,Não hit,False
0fzCtVM9D5UEwiLqcY8Ouq,Hard Sun,Eddie Vedder,Eddie Vedder,Acoustic,65,Média,Não hit,False
6IF2P93LkyW4GqDQu1yS7H,Here with Me,"Susie Suh,Robot Koch",Susie Suh,Acoustic,55,Média,Não hit,False
34dnNAUoIPcwnK0RtVMBWZ,The Scientist,"Tyler Ward,Lindsey Stirling,Kina Grannis",Tyler Ward,Acoustic,47,Média,Não hit,False
5aDpULK8MbJmHl42kR5KNI,Collide,Howie Day,Howie Day,Acoustic,56,Média,Não hit,False
1fI1TMpz7FVkpoYBhmiywp,get better,"Eden Elf,Ren Avel",Eden Elf,Acoustic,53,Média,Não hit,False
23Mcmg5O8rBKAOzxvrTjnD,Sympathy,Kitri,Kitri,Acoustic,49,Média,Não hit,False
0gVbkmFqq5fIkXtJJ3UTfM,Let It Go,"Boyce Avenue,Rachel Grae",Boyce Avenue,Acoustic,51,Média,Não hit,False
00DuOxungwHwVUX2m37P0P,What You Need,Chord Overstreet,Chord Overstreet,Acoustic,53,Média,Não hit,False
2lFlveK1y13WWp3vnQtrr3,100 Years,Five For Fighting,Five For Fighting,Acoustic,66,Média,Não hit,False
2WD93lsfJonaKtrQtpLB2R,You're the Sea,Andrew Belle,Andrew Belle,Acoustic,56,Média,Não hit,False
7njTGO45SkaBTNu35t2Yq0,No Direction,Rachael Yamagata,Rachael Yamagata,Acoustic,47,Média,Não hit,False
6ivkBaxvclVhwZDE2uwldj,Belong,Cary Brothers,Cary Brothers,Acoustic,51,Média,Não hit,False
6Cvti10W0AzmzG9D1tpuKp,As It Was,The Mayries,The Mayries,Acoustic,55,Média,Não hit,False
03yc0G2OoH1Eeyu7Piy8fK,I'm Yours,Jason Mraz,Jason Mraz,Acoustic,60,Média,Não hit,False
5RO0MNa5hBKIM4OcjygadU,Chi Mai,Joseph Sullinger,Joseph Sullinger,Acoustic,40,Média,Não hit,False
78TKtlSLWK8pZAKKW3MyQL,Say Something,"A Great Big World,Christina Aguilera",A Great Big World,Acoustic,58,Média,Não hit,False
1esE8j1nVyzEQ5rVhYXoJT,Had It All,Parachute,Parachute,Acoustic,55,Média,Não hit,False
68Yc9ylRZZPtsuVgtrxcDj,Take Me Back ft. Yonnyboii,"Zack Tabudlo,Yonnyboii",Zack Tabudlo,Acoustic,50,Média,Não hit,False
3tjjCCdXSdaVEo4q4y071G,Whole Again - Acoustic Version,Tobey Rosen,Tobey Rosen,Acoustic,52,Média,Não hit,False
3tob5ofeuvFKKSbOTldenC,Overpass Graffiti,The Mayries,The Mayries,Acoustic,54,Média,Não hit,False
4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,Sara Bareilles,Acoustic,73,Alta,Hit,False
3uAdZpIbMTtVXitHVibLMV,Let Her Go,"Andrew Foy,Renee Foy",Andrew Foy,Acoustic,38,Baixa,Não hit,False
2LC523tbEPFpc1pnikbt5b,Brighter Than Sunshine,Aqualung,Aqualung,Acoustic,53,Média,Não hit,False
3ISLwA96mtx13Wx7K1PPPk,Love Story,"Tyler Ward,Karis,Ray Lorraine",Tyler Ward,Acoustic,55,Média,Não hit,False
7Ca2CkwSqHyr3eCh8IRdjz,Mujer con Abanico,"Agustín Amigó,Nylonwings",Agustín Amigó,Acoustic,41,Média,Não hit,False
6ql0ffq6Jvyh9OKqrJCMaP,In the Shadows,Amy Stroup,Amy Stroup,Acoustic,46,Média,Não hit,False
1EyvonxK8OGHRV4WDRdArc,Can You Feel the Love Tonight,"Boyce Avenue,Connie Talbot",Boyce Avenue,Acoustic,63,Média,Não hit,False
0EKBV6GybPtALXUgWqWrym,The Story,Brandi Carlile,Brandi Carlile,Acoustic,66,Média,Não hit,False
41A82PidFKhGX5hm1WoaDs,Better,JJ Heller,Jj Heller,Acoustic,54,Média,Não hit,False
5oV8bZaShr2d01FFMHBUPq,Iris,Kina Grannis,Kina Grannis,Acoustic,62,Média,Não hit,False
5nMRpGfqQ0tb1TMbqBVK2J,Rockabye - Acoustic Version,The Mayries,The Mayries,Acoustic,57,Média,Não hit,False
04qDUASuSfVp6fktfsxVej,I Need You More Today,"Caleb Santos,Viva Music Publishing Inc.",Caleb Santos,Acoustic,68,Média,Não hit,False
3g61xRaqII8q1wlQDzv550,Beautiful Soul,Boyce Avenue,Boyce Avenue,Acoustic,62,Média,Não hit,False
3dglCYsVMjPbDlU2CC9Vq7,Let's See What The Night Can Do,Jason Mraz,Jason Mraz,Acoustic,53,Média,Não hit,False
2f4jlGvGi3ZDGogXys5FUp,"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",Rachael Yamagata,Rachael Yamagata,Acoustic,44,Média,Não hit,False
3NCg46FWgnANZc9HQHQOQR,Forever And Always,Parachute,Parachute,Acoustic,57,Média,Não hit,False
0muntSMuAZzcwYBBMZj6sf,Fine On The Outside,Priscilla Ahn,Priscilla Ahn,Acoustic,52,Média,Não hit,False
4bXoVtbp6fN8FaSQvGQB41,Tortured Soul,Chord Overstreet,Chord Overstreet,Acoustic,53,Média,Não hit,False
3FRARAKLpHw3er9ZaTwaHO,I Believe in You,JJ Heller,Jj Heller,Acoustic,53,Média,Não hit,False
2Dzhwe90lhHXVU6lk7Nx0H,At Home,Jon Bryant,Jon Bryant,Acoustic,55,Média,Não hit,False
12niARgkwxGsklcEwh6GlG,"Portland, Maine",Donovan Woods,Donovan Woods,Acoustic,66,Média,Não hit,False
0v0pc1lIt5p6EBX7pnfOGF,Holding On and Letting Go,Ross Copperman,Ross Copperman,Acoustic,49,Média,Não hit,False
5wQci5VCUjdbKnRD61XYwu,The Flood,Joshua Hyslop,Joshua Hyslop,Acoustic,60,Média,Não hit,False
0HQnJee8ShSDu2AYwibxst,Hanggang Kailan (Umuwi Ka Na Baby),Angelina Cruz,Angelina Cruz,Acoustic,38,Baixa,Não hit,False
4VoJCUgNmnqG2qF0peDBkw,Out of My League,Stephen Speaks,Stephen Speaks,Acoustic,67,Média,Não hit,False
7xLhousIHDxoGgeJNhO4Ye,Say Something,A Great Big World,A Great Big World,Acoustic,57,Média,Não hit,False
1bhpBRCLsVg3p7BWARbaDS,Rise,Eddie Vedder,Eddie Vedder,Acoustic,60,Média,Não hit,False
6NSlOEEtWlqvEFrjQsry77,World Spins Madly On,"The Weepies,Deb Talan,Steve Tannen",The Weepies,Acoustic,64,Média,Não hit,False
1HqVCK9h4LiJ61aRrrKTAt,Stumble,Freddie King,Freddie King,Acoustic,0,Baixa,Não hit,False
0wP19iM8ULJyV0r0LFDsDv,Paradise,Taj Mahal,Taj Mahal,Acoustic,0,Baixa,Não hit,False
27Fq4XyOkogdGLcfsVdjFb,"Moonlight, Mistletoe & You","Keb' Mo',Gerald Albright",Keb' Mo',Acoustic,0,Baixa,Não hit,False
45jGOHwYKgsRYbAJ8DR61d,ひまわりの約束,Motohiro Hata,Motohiro Hata,Acoustic,61,Média,Não hit,False
4iObEYRE4FLm0D90gmZFef,Since U Been Gone - Acoustic Version,Thomas Daniel,Thomas Daniel,Acoustic,50,Média,Não hit,False
3akr0ZrJxLMBLIFeNNKffW,"One more time,One more chance",Masayoshi Yamazaki,Masayoshi Yamazaki,Acoustic,47,Média,Não hit,False
7BRwh1bemr9rFMDeTbcy5S,Creep,Kina Grannis,Kina Grannis,Acoustic,58,Média,Não hit,False
