track_id,track_name,artists,main_artist,genre,popularity,popularity_level,is_hit,explicit,danceability,energy,valence,acousticness,speechiness,instrumentalness,liveness,tempo,duration_ms,duration_min,music_profile
62EwQLDw0dprDzuLwQ0sH1,Lonely This Christmas,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False,0.409,0.153,0.18,0.939,0.0306,2.56e-05,0.108,85.262,257493,4.29155,Acústica
3lvo0I8c2qBJDLZWqExDgC,Throwing Good After Bad,Brandi Carlile,Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.501,0.0952,0.316,0.963,0.054,1.58e-05,0.0915,138.016,247791,4.12985,Acústica
1ae8XfBQ3fDEvmBjFaemGV,This Time Tomorrow,Brandi Carlile,Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.606,0.326,0.414,0.841,0.0294,0.0,0.139,91.626,206267,3.4377833333333334,Acústica
0adVktNVJXPZfhQe6B1NO5,Lonely This Christmas,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False,0.409,0.153,0.18,0.939,0.0306,2.56e-05,0.108,85.262,257493,4.29155,Acústica
6sp6Vx3sv2l5qxPfbQkcyt,The Haves,Eddie Vedder,Eddie Vedder,Acoustic,0,Baixa,Não hit,False,0.474,0.519,0.326,0.281,0.0253,0.0,0.107,151.832,306794,5.1132333333333335,Equilibrada
1WFVfVjCtbmdIv7j3Fa9iy,When You're Wrong,Brandi Carlile,Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.568,0.301,0.142,0.796,0.0373,3.37e-06,0.118,88.029,266960,4.449333333333334,Acústica
0e5PAxSyZ5DWWVqKANHETz,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
1MLr9b1fOybO3MGiLy47Ys,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
6JGjevTaqr9J1xp7YvYUKF,"Speak Your Mind (From the Netflix Series ""We The People"")",Brandi Carlile,Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.476,0.666,0.498,0.314,0.0446,0.0,0.342,148.155,193943,3.2323833333333334,Equilibrada
7Af2YlwMZryKOQiRfwMsD2,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
3RE5nHIVkC4KcA7snFaTKd,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
0JvkNRyq8Tmot9khpdtN0I,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
27gHtbsHClwimHFtKgFop4,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
1QBNBGeIRRGBnLhdlHbfI8,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False,0.568,0.686,0.725,0.15,0.033,1.81e-06,0.0881,172.075,230098,3.834966666666667,Positiva
72xTsTouZ5nBmASX8k1XCW,Trampoline - Acoustic,Highland Peak,Highland Peak,Acoustic,46,Média,Não hit,False,0.596,0.2,0.308,0.91,0.0305,0.000183,0.0884,107.893,213098,3.551633333333333,Acústica
3ILmwMefYZoQh5Cf5jeuUQ,透明だった世界,Motohiro Hata,Motohiro Hata,Acoustic,61,Média,Não hit,False,0.373,0.914,0.56,0.076,0.0565,0.0,0.669,168.21,232360,3.8726666666666665,Equilibrada
2DHDuADAHoUW6n0z80RLQF,Pieces,Andrew Belle,Andrew Belle,Acoustic,60,Média,Não hit,False,0.494,0.652,0.298,0.0754,0.0314,0.00256,0.125,137.018,241119,4.01865,Equilibrada
5JDcQAztvZTIkrWoZihgvC,A Drop in the Ocean,Ron Pope,Ron Pope,Acoustic,68,Média,Não hit,False,0.447,0.393,0.564,0.785,0.038,0.0,0.28,73.139,220239,3.67065,Acústica
2sYFi9xVSZ56WHKSY2fN1K,So Far Away - Acoustic,Adam Christopher,Adam Christopher,Acoustic,52,Média,Não hit,False,0.576,0.331,0.407,0.894,0.0306,3.44e-05,0.129,149.02,171543,2.85905,Acústica
6xJOhSm4SvZwzy3uhWz26O,The Enemy,Andrew Belle,Andrew Belle,Acoustic,62,Média,Não hit,False,0.536,0.89,0.273,0.078,0.0375,0.0202,0.131,121.974,286865,4.781083333333333,Equilibrada
7lLKxcNeJtDTWVRKHovLEC,Build It Better,Aron Wright,Aron Wright,Acoustic,51,Média,Não hit,False,0.526,0.333,0.159,0.91,0.0314,0.168,0.111,94.951,234473,3.9078833333333334,Acústica
25UzeaV47eDT44Fovve6xQ,Sleepwalking in the Rain,Chord Overstreet,Chord Overstreet,Acoustic,0,Baixa,Não hit,False,0.501,0.381,0.502,0.687,0.036,0.00133,0.119,80.075,216000,3.6,Acústica
4oa14QBfWRDfJy2agySy0L,Gravity,Sara Bareilles,Sara Bareilles,Acoustic,67,Média,Não hit,False,0.27,0.275,0.231,0.834,0.0356,0.0,0.146,168.964,232760,3.8793333333333333,Acústica
2gRKq9rIC5i1zuxp06zJWH,What's Left of You,Chord Overstreet,Chord Overstreet,Acoustic,57,Média,Não hit,True,0.731,0.507,0.265,0.572,0.046,0.0,0.0912,117.969,178600,2.9766666666666666,Equilibrada
08MFgEQeVLF37EyZ7jcwLc,Pano,Zack Tabudlo,Zack Tabudlo,Acoustic,75,Alta,Hit,False,0.375,0.457,0.415,0.868,0.0315,0.0145,0.191,174.839,254400,4.24,Acústica
6nXIYClvJAfi6ujLiKqEq8,Sky's Still Blue,Andrew Belle,Andrew Belle,Acoustic,62,Média,Não hit,False,0.43,0.791,0.217,0.0726,0.0302,0.0193,0.11,171.864,244320,4.072,Equilibrada
7x4b0UccXSKBWxWmjcrG2T,And I Love Her,Kurt Cobain,Kurt Cobain,Acoustic,66,Média,Não hit,False,0.616,0.282,0.435,0.983,0.0331,0.833,0.13,96.638,124933,2.0822166666666666,Acústica
6owKuyHxUqidcAA6fPKSyy,We Can't Stop,"Boyce Avenue,Bea Miller",Boyce Avenue,Acoustic,64,Média,Não hit,False,0.705,0.347,0.36,0.674,0.0301,0.0,0.12,80.057,222146,3.7024333333333335,Acústica
0wbmIfvndFV9VDvuUY1pYN,Always Be My Baby,Tim Halperin,Tim Halperin,Acoustic,62,Média,Não hit,False,0.582,0.255,0.285,0.772,0.0306,0.0,0.0889,139.884,181852,3.030866666666667,Acústica
3e5yu9MkIvQx17mm7LF6KY,Alone with You,Canyon City,Canyon City,Acoustic,58,Média,Não hit,False,0.549,0.274,0.207,0.798,0.0379,6.63e-06,0.103,86.664,186584,3.1097333333333332,Acústica
6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,Aaron Espe,Aaron Espe,Acoustic,65,Média,Não hit,False,0.787,0.355,0.48,0.896,0.0288,0.0201,0.111,99.978,159600,2.66,Acústica
2D4BSm5Z8Hq5zYbSgJwEOh,She Used To Be Mine,Sara Bareilles,Sara Bareilles,Acoustic,67,Média,Não hit,False,0.397,0.303,0.172,0.381,0.0435,0.0,0.101,81.05,250266,4.1711,Equilibrada
7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,Andrew Belle,Andrew Belle,Acoustic,65,Média,Não hit,False,0.548,0.42,0.196,0.198,0.0277,4.46e-06,0.0899,128.012,318908,5.315133333333334,Equilibrada
0ZwdH0m32I8odedwvspYTh,I Don't Wanna Live Forever (Fifty Shades Darker),Tyler Ward,Tyler Ward,Acoustic,44,Média,Não hit,False,0.787,0.403,0.264,0.603,0.033,0.00857,0.131,118.042,222351,3.70585,Acústica
16dkWKIlBsfYTISCVuDs0w,A Drop In the Ocean,Ron Pope,Ron Pope,Acoustic,55,Média,Não hit,False,0.484,0.573,0.346,0.0882,0.0298,1.14e-06,0.15,139.966,219480,3.658,Equilibrada
3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),Five For Fighting,Five For Fighting,Acoustic,70,Alta,Hit,False,0.382,0.416,0.125,0.0733,0.0302,0.0,0.0719,102.089,221693,3.6948833333333333,Equilibrada
3Et4LKZLnXygPYfNdeB3D3,When the End Comes,Andrew Belle,Andrew Belle,Acoustic,57,Média,Não hit,False,0.541,0.575,0.428,0.677,0.0491,0.215,0.102,91.98,354400,5.906666666666666,Acústica
2E9viCx0hJKNKNThd2MdGQ,You're Still The One,Bailey Jehl,Bailey Jehl,Acoustic,56,Média,Não hit,False,0.607,0.473,0.54,0.712,0.034,0.0,0.66,119.698,177500,2.9583333333333335,Acústica
0Zf1BPkkFAWGtVHeBwHHz4,Light Me Up,Ingrid Michaelson,Ingrid Michaelson,Acoustic,56,Média,Não hit,False,0.417,0.595,0.117,0.158,0.0396,0.000269,0.101,147.928,247840,4.1306666666666665,Equilibrada
38jy6kRlPt8z1GUS9WXeNh,93 Million Miles,Jason Mraz,Jason Mraz,Acoustic,67,Média,Não hit,False,0.572,0.454,0.515,0.477,0.0258,1.37e-05,0.0974,140.182,216386,3.6064333333333334,Equilibrada
2SkJKMfjpYsNv0KWOxiegX,Kaleidoscope,A Great Big World,A Great Big World,Acoustic,62,Média,Não hit,False,0.709,0.913,0.519,0.0182,0.0748,0.0,0.167,108.024,229320,3.822,Dançante e energética
4qCbMMMuEB56kHd4zPE6GD,The Long Road,"Eddie Vedder,Nusrat Fateh Ali Khan",Eddie Vedder,Acoustic,45,Média,Não hit,False,0.537,0.342,0.253,0.645,0.0273,0.266,0.0687,109.236,330933,5.51555,Acústica
11TK5KLtLZUdKr1C549bAw,What Would I Do Without You,Drew Holcomb & The Neighbors,Drew Holcomb & The Neighbors,Acoustic,64,Média,Não hit,False,0.602,0.336,0.335,0.883,0.0369,0.0017,0.143,90.894,172213,2.870216666666667,Acústica
7BXW1QCg56yzEBV8pW8pah,Have It All,Jason Mraz,Jason Mraz,Acoustic,65,Média,Não hit,False,0.643,0.638,0.6,0.204,0.0407,0.0,0.0707,82.001,226106,3.7684333333333333,Equilibrada
2kMrCPZ0o5gErBPLCRgoli,Heavy Heart,Gabrielle Aplin,Gabrielle Aplin,Acoustic,0,Baixa,Não hit,False,0.451,0.7,0.37,0.455,0.0431,0.00233,0.405,150.055,235173,3.91955,Equilibrada
5IjTZ1g8KrIuV97N3OQZ0V,The House We Never Built,Gabrielle Aplin,Gabrielle Aplin,Acoustic,0,Baixa,Não hit,False,0.546,0.391,0.202,0.784,0.063,2.72e-06,0.0552,139.669,195213,3.25355,Acústica
3bHhUEOTIbezeZ856R0BX5,Society,Eddie Vedder,Eddie Vedder,Acoustic,68,Média,Não hit,False,0.561,0.327,0.298,0.902,0.0327,0.000469,0.111,161.858,236306,3.9384333333333332,Acústica
0wf17wsLRwnnfh241GkeH5,Please Don't Say You Love Me,Gabrielle Aplin,Gabrielle Aplin,Acoustic,0,Baixa,Não hit,False,0.479,0.541,0.3,0.74,0.0543,0.0,0.108,85.994,181400,3.0233333333333334,Acústica
3322ArxAq7wCSZI4fF77Q0,Please Don't Say You Love Me,Gabrielle Aplin,Gabrielle Aplin,Acoustic,0,Baixa,Não hit,False,0.479,0.541,0.3,0.74,0.0543,0.0,0.108,85.994,181400,3.0233333333333334,Acústica
4LGF2tDg3878bs0mQPByZ4,Guaranteed,Eddie Vedder,Eddie Vedder,Acoustic,61,Média,Não hit,False,0.436,0.4,0.351,0.904,0.0272,0.00105,0.125,100.734,164500,2.7416666666666667,Acústica
6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,Sara Bareilles,Acoustic,70,Alta,Hit,False,0.551,0.836,0.758,0.00502,0.0524,2.1e-05,0.0425,185.063,220573,3.6762166666666665,Positiva
2z2JKNU24UEngb4joR9p8f,Lonely This Christmas,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False,0.409,0.153,0.18,0.939,0.0306,2.56e-05,0.108,85.262,257493,4.29155,Acústica
2nef44o0sjJDKB1ta4S0ub,Lonely This Christmas,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False,0.409,0.153,0.18,0.939,0.0306,2.56e-05,0.108,85.262,257493,4.29155,Acústica
0qJGlogD7AyMLAJfQ42aI2,Heaven Knows,Five For Fighting,Five For Fighting,Acoustic,62,Média,Não hit,False,0.6,0.845,0.392,0.048,0.0311,0.0,0.24,97.631,210612,3.5102,Equilibrada
04JS6OitE9VGsIS3S94Osg,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
5OGpsZeJRZ3t3MZioawcZW,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
3Vnes7v746dYzBn0FJTZ1W,Fairytale Of New York,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False,0.447,0.555,0.33,0.218,0.0349,3.46e-06,0.124,117.888,263866,4.397766666666667,Equilibrada
30cYWLpVdBZVLb1cYdmcTT,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
7sUqJ51FGSi3n7x4pYjY3v,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
15BFn2VmEtonsXfNL1lUmy,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
0WOFJR54wyTwLB11jcBDb1,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
1uDCw6LVMOmbZ6zRliNcNX,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False,0.492,0.145,0.218,0.872,0.0422,9.68e-06,0.107,90.078,154440,2.574,Acústica
7DYsBLdOqz0z14tYWMt2Tn,Hold On,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False,0.661,0.937,0.805,0.322,0.0979,1.04e-06,0.19,105.549,177613,2.9602166666666667,Positiva
7cPuE0M35EajWPRO3nRcH8,Suddenly I See,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False,0.603,0.78,0.693,0.139,0.0438,0.0,0.164,100.499,199040,3.3173333333333335,Equilibrada
0U32q8CZRRo7xCzyiaZw5f,Rain,Motohiro Hata,Motohiro Hata,Acoustic,58,Média,Não hit,False,0.626,0.655,0.542,0.503,0.0263,0.0,0.13,92.003,293040,4.884,Equilibrada
4kQXMVjoZ9yMibLZq5Aqi5,Somebody Else - Acoustic,Callum J Wright,Callum J Wright,Acoustic,50,Média,Não hit,False,0.794,0.38,0.617,0.762,0.0477,0.0,0.262,114.99,138495,2.30825,Acústica
3us8sod4dLbM9FiMiPiEY8,Pieces (Hushed),Andrew Belle,Andrew Belle,Acoustic,59,Média,Não hit,False,0.52,0.279,0.0951,0.894,0.0547,0.000105,0.103,69.642,198626,3.310433333333333,Acústica
1PR5pyPiOEEQ02oJYq402x,Mirrors,"Boyce Avenue,Fifth Harmony",Boyce Avenue,Acoustic,57,Média,Não hit,False,0.545,0.658,0.683,0.496,0.0474,0.0,0.105,76.971,292566,4.8761,Equilibrada
068qo0w1Ki0cjnFYOUhAm2,Stand by Me,Boyce Avenue,Boyce Avenue,Acoustic,60,Média,Não hit,False,0.728,0.266,0.307,0.872,0.0293,1.03e-05,0.114,115.189,199019,3.3169833333333334,Acústica
2RFt6ZWQbr9mPhsft9u9eX,Losing Me,"Gabrielle Aplin,JP Cooper",Gabrielle Aplin,Acoustic,61,Média,Não hit,False,0.66,0.407,0.257,0.236,0.0571,0.0,0.109,133.86,181760,3.029333333333333,Equilibrada
59pUIlXjQupbiYwt40uUTi,なんでもないや - movie ver.,Mone Kamishiraishi,Mone Kamishiraishi,Acoustic,49,Média,Não hit,False,0.357,0.161,0.325,0.971,0.0388,1.4e-05,0.358,83.449,349920,5.832,Acústica
0VhZ5JYfqPojSYeGWnk4dL,You’re Beautiful - Acoustic,John Adams,John Adams,Acoustic,55,Média,Não hit,False,0.479,0.154,0.36,0.915,0.0352,0.0,0.0974,147.207,204973,3.4162166666666667,Acústica
0ltIx8PLjtWoS9zn9PqsZW,Hikare Inochi,Kitri,Kitri,Acoustic,51,Média,Não hit,False,0.592,0.769,0.385,0.319,0.0311,4.66e-06,0.137,102.033,322146,5.3691,Equilibrada
7ACW42whcdOiUxiNVu7ltx,How To Lose a Girl,Tyler Ward,Tyler Ward,Acoustic,46,Média,Não hit,False,0.7,0.454,0.34,0.55,0.0388,0.0022,0.121,80.011,210375,3.50625,Equilibrada
4qTHoIp62ngNDpUJwW3hZ7,Can’t Help Falling in Love,Boyce Avenue,Boyce Avenue,Acoustic,57,Média,Não hit,False,0.402,0.197,0.148,0.858,0.0295,1.05e-06,0.114,100.044,131000,2.183333333333333,Acústica
4VbDTk82rqWqVgoQC93CkC,Dive Deep (Hushed),Andrew Belle,Andrew Belle,Acoustic,58,Média,Não hit,False,0.507,0.378,0.085,0.852,0.0332,0.000212,0.0937,135.86,218531,3.6421833333333336,Acústica
1pG5nd6gmfbMwUfT5shDQe,When the Party's over (Acoustic Piano),Ben Woodward,Ben Woodward,Acoustic,51,Média,Não hit,False,0.619,0.226,0.188,0.959,0.0641,4.42e-05,0.106,124.96,195945,3.26575,Acústica
2WZyfujzMweFLnozyUJBkW,Boston,Augustana,Augustana,Acoustic,63,Média,Não hit,False,0.404,0.571,0.29,0.182,0.0303,2.08e-05,0.129,147.01,245933,4.098883333333333,Equilibrada
6gijbGNDNNJgT60Aj7UCyc,Living in the Shadows,Matthew Perryman Jones,Matthew Perryman Jones,Acoustic,53,Média,Não hit,False,0.418,0.79,0.197,0.0284,0.0506,9.96e-06,0.117,175.975,212386,3.5397666666666665,Equilibrada
5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,Boyce Avenue,Boyce Avenue,Acoustic,60,Média,Não hit,False,0.633,0.299,0.341,0.833,0.0353,0.0,0.109,147.549,225165,3.75275,Acústica
