track_id,track_name,artists,main_artist,genre,popularity,popularity_level,is_hit,explicit
4hOrH49QTecnG4PziLWVG6,Lífið er ljúft (FMK),Desconhecido,Desconhecido,Hip-Hop,50,Média,Não hit,False
7dYvupcGyTOQIiMm3JQE8e,Mc Zensur Skit 2,Desconhecido,Desconhecido,Hip-Hop,50,Média,Não hit,False
3L5WgvTZ31I9nCcq7Mextr,Disco lights,Desconhecido,Desconhecido,Hip-Hop,50,Média,Não hit,False
4zdz432Gru46BcVoaVtygF,Empty Room,Desconhecido,Desconhecido,Hip-Hop,50,Média,Não hit,False
39cmB3ZoTOLwOTq7tMNqKa,Hear Me Now,Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
6YUTL4dYpB9xZO5qExPf05,Summer,Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
7fLzbEOBOae9lUnOwr7Tse,Memories (feat. Kid Cudi),Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
0OTO8ZF2YqFQVw9hnZylTd,"What Is Love - 7"" Mix",Desconhecido,Desconhecido,Electronic,50,Média,Não hit,False
5fdNHVZHbWB1AaXk4RBGVD,Just the Two of Us,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
4SpqtLElDsO6KGbd4ub96Z,Pela Luz dos Olhos Teus - Bonus Track,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
4nwjvcUjV7cexhwA40Bh5i,Lover Girl,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
0eVnhQNFTRZXOIhHZNLX85,Dedicada a ela,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
08PdFBcXzpkn1cWNgmKqhn,Promise,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
0UqHzMvRQnaOXEPKgFVhxN,Madwoman,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
4KGGeE7RJsgLNZmnxGFlOj,Falling Behind,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
209ucYTS6vWEV5iydrHiOt,Só Tinha De Ser Com Você,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
4UQDZlZhGUDoYMohwrY28v,Virtual Insanity - Remastered 2006,Desconhecido,Desconhecido,Jazz,50,Média,Não hit,False
1wrA9K1P177mkPNt9BB2OZ,Peão Todo Tatuado,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
6kaWah1Acn1dtNjAy6sm1p,Diário de um Cafajeste,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
22bl3LPkCHQSBhCAdw8Jwk,Famoso Ímã | O poderoso chatão,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
7gx504HCEsTgxmyPNov5Lh,Cadeira Cativa - Ao Vivo,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
6n9JMoXkXu4lDOu1k6MRpy,Reliquia do 2T,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
4tYCyoSpv0Ujpfwcneb02l,Posso Até Não Te Dar Flores,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
3LZcSnTOCRalXwMXvkZnLZ,Saudade Estranha - Du Nada - Ao Vivo,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
1CqUGmt2Cyn2vvvAyQKJZQ,Não Mexe nas Minhas Gavetas - Ao Vivo,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
2Hw0LzrD6ic8AckKBxJhiO,Deixa Eu - Ao Vivo,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
4V2rUOmaevK0C1bKAkeFf5,Eu Te Seguro - Ao Vivo,Desconhecido,Desconhecido,Brazil,50,Média,Não hit,False
